PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_SUBGROUP;REQUIREMENTS_ATTRIBUTES_SERVICE;REQUIREMENTS_ATTRIBUTES_TYPE;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME;REQUIREMENTS_ATTRIBUTES_COMMENT
azure;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing. This framework maps HIPAA requirements to Microsoft Azure security best practices.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 11:13:20.020918;164_308_a_5_ii_b;Procedures for guarding against, detecting, and reporting malicious software.;164.308 Administrative Safeguards;;;azure;;FAIL;Defender plan Defender for Servers from subscription Azure for Students is set to OFF (pricing tier not standard).;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/providers/Microsoft.Security/pricings/VirtualMachines;defender_ensure_defender_for_server_is_on;False;Defender plan Servers;HIPAA;HIPAA compliance framework for Azure;
azure;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing. This framework maps HIPAA requirements to Microsoft Azure security best practices.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 11:13:20.020918;164_308_a_5_ii_c;Procedures for monitoring log-in attempts and reporting discrepancies.;164.308 Administrative Safeguards;;;azure;;FAIL;Defender plan Defender for Servers from subscription Azure for Students is set to OFF (pricing tier not standard).;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/providers/Microsoft.Security/pricings/VirtualMachines;defender_ensure_defender_for_server_is_on;False;Defender plan Servers;HIPAA;HIPAA compliance framework for Azure;
azure;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing. This framework maps HIPAA requirements to Microsoft Azure security best practices.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 11:13:20.020918;164_308_a_6_i;Implement policies and procedures to address security incidents.;164.308 Administrative Safeguards;;;azure;;FAIL;Defender plan Defender for Servers from subscription Azure for Students is set to OFF (pricing tier not standard).;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/providers/Microsoft.Security/pricings/VirtualMachines;defender_ensure_defender_for_server_is_on;False;Defender plan Servers;HIPAA;HIPAA compliance framework for Azure;
azure;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing. This framework maps HIPAA requirements to Microsoft Azure security best practices.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 11:13:20.020918;164_308_a_6_ii;"Identify and respond to suspected or known security incidents; mitigate, to the extent practicable, harmful effects of security incidents that are known to the covered entity or business associate; and document security incidents and their outcomes.";164.308 Administrative Safeguards;;;azure;;FAIL;Defender plan Defender for Servers from subscription Azure for Students is set to OFF (pricing tier not standard).;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/providers/Microsoft.Security/pricings/VirtualMachines;defender_ensure_defender_for_server_is_on;False;Defender plan Servers;HIPAA;HIPAA compliance framework for Azure;
azure;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing. This framework maps HIPAA requirements to Microsoft Azure security best practices.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 11:13:20.020918;164_308_a_8;Perform a periodic technical and nontechnical evaluation, based initially upon the standards implemented under this rule and subsequently, in response to environmental or operational changes affecting the security of electronic protected health information, that establishes the extent to which an entity's security policies and procedures meet the requirements of this subpart.;164.308 Administrative Safeguards;;;azure;;FAIL;Defender plan Defender for Servers from subscription Azure for Students is set to OFF (pricing tier not standard).;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/providers/Microsoft.Security/pricings/VirtualMachines;defender_ensure_defender_for_server_is_on;False;Defender plan Servers;HIPAA;HIPAA compliance framework for Azure;
azure;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing. This framework maps HIPAA requirements to Microsoft Azure security best practices.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 11:13:20.020918;164_312_e_2_i;Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.;164.312 Technical Safeguards;;;azure;;FAIL;Defender plan Defender for Servers from subscription Azure for Students is set to OFF (pricing tier not standard).;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/providers/Microsoft.Security/pricings/VirtualMachines;defender_ensure_defender_for_server_is_on;False;Defender plan Servers;HIPAA;HIPAA compliance framework for Azure;
azure;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing. This framework maps HIPAA requirements to Microsoft Azure security best practices.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 11:13:20.020918;164_308_a_1_ii_a;Conduct an accurate and thorough assessment of the potential risks and vulnerabilities to the confidentiality, integrity, and availability of electronic protected health information held by the covered entity or business associate.;164.308 Administrative Safeguards;;;azure;;FAIL;Defender plan Defender for SQL Server VMs from subscription Azure for Students is set to OFF (pricing tier not standard).;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/providers/Microsoft.Security/pricings/SqlServerVirtualMachines;defender_ensure_defender_for_sql_servers_is_on;False;Defender plan SQL Server VMs;HIPAA;HIPAA compliance framework for Azure;
azure;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing. This framework maps HIPAA requirements to Microsoft Azure security best practices.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 11:13:20.020918;164_308_a_1_ii_a;Conduct an accurate and thorough assessment of the potential risks and vulnerabilities to the confidentiality, integrity, and availability of electronic protected health information held by the covered entity or business associate.;164.308 Administrative Safeguards;;;azure;;FAIL;Defender plan Defender for Storage Accounts from subscription Azure for Students is set to OFF (pricing tier not standard).;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/providers/Microsoft.Security/pricings/StorageAccounts;defender_ensure_defender_for_storage_is_on;False;Defender plan Storage Accounts;HIPAA;HIPAA compliance framework for Azure;
azure;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing. This framework maps HIPAA requirements to Microsoft Azure security best practices.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 11:13:20.020918;164_308_a_1_ii_a;Conduct an accurate and thorough assessment of the potential risks and vulnerabilities to the confidentiality, integrity, and availability of electronic protected health information held by the covered entity or business associate.;164.308 Administrative Safeguards;;;azure;;PASS;Microsoft Defender for Cloud Apps is enabled for subscription Azure for Students.;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/providers/Microsoft.Security/settings/MCAS;defender_ensure_mcas_is_enabled;False;MCAS;HIPAA;HIPAA compliance framework for Azure;
azure;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing. This framework maps HIPAA requirements to Microsoft Azure security best practices.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 11:13:20.020918;164_308_a_5_ii_c;Procedures for monitoring log-in attempts and reporting discrepancies.;164.308 Administrative Safeguards;;;azure;;PASS;Microsoft Defender for Cloud Apps is enabled for subscription Azure for Students.;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/providers/Microsoft.Security/settings/MCAS;defender_ensure_mcas_is_enabled;False;MCAS;HIPAA;HIPAA compliance framework for Azure;
azure;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing. This framework maps HIPAA requirements to Microsoft Azure security best practices.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 11:13:20.020918;164_308_a_8;Perform a periodic technical and nontechnical evaluation, based initially upon the standards implemented under this rule and subsequently, in response to environmental or operational changes affecting the security of electronic protected health information, that establishes the extent to which an entity's security policies and procedures meet the requirements of this subpart.;164.308 Administrative Safeguards;;;azure;;PASS;Microsoft Defender for Cloud Apps is enabled for subscription Azure for Students.;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/providers/Microsoft.Security/settings/MCAS;defender_ensure_mcas_is_enabled;False;MCAS;HIPAA;HIPAA compliance framework for Azure;
azure;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing. This framework maps HIPAA requirements to Microsoft Azure security best practices.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 11:13:20.020918;164_308_a_5_ii_b;Procedures for guarding against, detecting, and reporting malicious software.;164.308 Administrative Safeguards;;;azure;;PASS;Microsoft Defender for Endpoint integration is enabled for subscription Azure for Students.;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/providers/Microsoft.Security/settings/WDATP;defender_ensure_wdatp_is_enabled;False;WDATP;HIPAA;HIPAA compliance framework for Azure;
azure;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing. This framework maps HIPAA requirements to Microsoft Azure security best practices.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 11:13:20.020918;164_308_a_3_i;Implement policies and procedures to ensure that all members of its workforce have appropriate access to electronic protected health information, as provided under paragraph (a)(4) of this section, and to prevent those workforce members who do not have access under paragraph (a)(4) of this section from obtaining access to electronic protected health information.;164.308 Administrative Safeguards;;;azure;;FAIL;Role assignment c90a27b7-049c-4eca-ab7d-aa1d1d85aff4 in subscription Azure for Students grants User Access Administrator role to User 0d42e8dc-8442-4e18-bd7f-585f1558cd3a.;/providers/Microsoft.Authorization/roleAssignments/c90a27b7-049c-4eca-ab7d-aa1d1d85aff4;iam_role_user_access_admin_restricted;False;c90a27b7-049c-4eca-ab7d-aa1d1d85aff4;HIPAA;HIPAA compliance framework for Azure;
azure;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing. This framework maps HIPAA requirements to Microsoft Azure security best practices.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 11:13:20.020918;164_308_a_3_ii_b;Implement procedures to determine that the access of a workforce member to electronic protected health information is appropriate.;164.308 Administrative Safeguards;;;entra;;FAIL;Role assignment c90a27b7-049c-4eca-ab7d-aa1d1d85aff4 in subscription Azure for Students grants User Access Administrator role to User 0d42e8dc-8442-4e18-bd7f-585f1558cd3a.;/providers/Microsoft.Authorization/roleAssignments/c90a27b7-049c-4eca-ab7d-aa1d1d85aff4;iam_role_user_access_admin_restricted;False;c90a27b7-049c-4eca-ab7d-aa1d1d85aff4;HIPAA;HIPAA compliance framework for Azure;
azure;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing. This framework maps HIPAA requirements to Microsoft Azure security best practices.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 11:13:20.020918;164_308_a_4_i;Implement policies and procedures for authorizing access to electronic protected health information that are consistent with the applicable requirements of subpart E of this part.;164.308 Administrative Safeguards;;;azure;;FAIL;Role assignment c90a27b7-049c-4eca-ab7d-aa1d1d85aff4 in subscription Azure for Students grants User Access Administrator role to User 0d42e8dc-8442-4e18-bd7f-585f1558cd3a.;/providers/Microsoft.Authorization/roleAssignments/c90a27b7-049c-4eca-ab7d-aa1d1d85aff4;iam_role_user_access_admin_restricted;False;c90a27b7-049c-4eca-ab7d-aa1d1d85aff4;HIPAA;HIPAA compliance framework for Azure;
azure;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing. This framework maps HIPAA requirements to Microsoft Azure security best practices.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 11:13:20.020918;164_308_a_4_ii_b;Implement policies and procedures for granting access to electronic protected health information, as one illustrative example, through access to a workstation, transaction, program, process, or other mechanism.;164.308 Administrative Safeguards;;;azure;;FAIL;Role assignment c90a27b7-049c-4eca-ab7d-aa1d1d85aff4 in subscription Azure for Students grants User Access Administrator role to User 0d42e8dc-8442-4e18-bd7f-585f1558cd3a.;/providers/Microsoft.Authorization/roleAssignments/c90a27b7-049c-4eca-ab7d-aa1d1d85aff4;iam_role_user_access_admin_restricted;False;c90a27b7-049c-4eca-ab7d-aa1d1d85aff4;HIPAA;HIPAA compliance framework for Azure;
azure;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing. This framework maps HIPAA requirements to Microsoft Azure security best practices.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 11:13:20.020918;164_308_a_4_ii_c;Implement policies and procedures that, based upon the covered entity's or the business associate's access authorization policies, establish, document, review, and modify a user's right of access to a workstation, transaction, program, or process.;164.308 Administrative Safeguards;;;azure;;FAIL;Role assignment c90a27b7-049c-4eca-ab7d-aa1d1d85aff4 in subscription Azure for Students grants User Access Administrator role to User 0d42e8dc-8442-4e18-bd7f-585f1558cd3a.;/providers/Microsoft.Authorization/roleAssignments/c90a27b7-049c-4eca-ab7d-aa1d1d85aff4;iam_role_user_access_admin_restricted;False;c90a27b7-049c-4eca-ab7d-aa1d1d85aff4;HIPAA;HIPAA compliance framework for Azure;
azure;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing. This framework maps HIPAA requirements to Microsoft Azure security best practices.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 11:13:20.020918;164_312_a_1;Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in 164.308(a)(4).;164.312 Technical Safeguards;;;azure;;FAIL;Role assignment c90a27b7-049c-4eca-ab7d-aa1d1d85aff4 in subscription Azure for Students grants User Access Administrator role to User 0d42e8dc-8442-4e18-bd7f-585f1558cd3a.;/providers/Microsoft.Authorization/roleAssignments/c90a27b7-049c-4eca-ab7d-aa1d1d85aff4;iam_role_user_access_admin_restricted;False;c90a27b7-049c-4eca-ab7d-aa1d1d85aff4;HIPAA;HIPAA compliance framework for Azure;
azure;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing. This framework maps HIPAA requirements to Microsoft Azure security best practices.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 11:13:20.020918;164_308_a_3_i;Implement policies and procedures to ensure that all members of its workforce have appropriate access to electronic protected health information, as provided under paragraph (a)(4) of this section, and to prevent those workforce members who do not have access under paragraph (a)(4) of this section from obtaining access to electronic protected health information.;164.308 Administrative Safeguards;;;azure;;FAIL;Role assignment befee0f8-7c4e-451f-96a2-b3657cb58be6 in subscription Azure for Students grants User Access Administrator role to User 07efb741-3779-4047-b815-9049d6bc30c0.;/providers/Microsoft.Authorization/roleAssignments/befee0f8-7c4e-451f-96a2-b3657cb58be6;iam_role_user_access_admin_restricted;False;befee0f8-7c4e-451f-96a2-b3657cb58be6;HIPAA;HIPAA compliance framework for Azure;
azure;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing. This framework maps HIPAA requirements to Microsoft Azure security best practices.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 11:13:20.020918;164_308_a_3_ii_b;Implement procedures to determine that the access of a workforce member to electronic protected health information is appropriate.;164.308 Administrative Safeguards;;;entra;;FAIL;Role assignment befee0f8-7c4e-451f-96a2-b3657cb58be6 in subscription Azure for Students grants User Access Administrator role to User 07efb741-3779-4047-b815-9049d6bc30c0.;/providers/Microsoft.Authorization/roleAssignments/befee0f8-7c4e-451f-96a2-b3657cb58be6;iam_role_user_access_admin_restricted;False;befee0f8-7c4e-451f-96a2-b3657cb58be6;HIPAA;HIPAA compliance framework for Azure;
azure;The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is legislation that helps US workers to retain health insurance coverage when they change or lose jobs. The legislation also seeks to encourage electronic health records to improve the efficiency and quality of the US healthcare system through improved information sharing. This framework maps HIPAA requirements to Microsoft Azure security best practices.;8eef52e8-b918-4aec-8a36-fb2218e65f77;global;2026-04-28 11:13:20.020918;164_308_a_4_i;Implement policies and procedures for authorizing access to electronic protected health information that are consistent with the applicable requirements of subpart E of this part.;164.308 Administrative Safeguards;;;azure;;FAIL;Role assignment befee0f8-7c4e-451f-96a2-b3657cb58be6 in subscription Azure for Students grants User Access Administrator role to User 07efb741-3779-4047-b815-9049d6bc30c0.;/providers/Microsoft.Authorization/roleAssignments/befee0f8-7c4e-451f-96a2-b3657cb58be6;iam_role_user_access_admin_restricted;False;befee0f8-7c4e-451f-96a2-b3657cb58be6;HIPAA;HIPAA compliance framework for Azure;
